Time,Misoperation,Motor current state,Brake,Motor temperature,System fault light,Braking system fault display,Accelerator opening,High Voltage Detection Complete Flag,low-voltage power-off request flag,current motor speed,current motor torque,DC bus voltage,DC bus current,Motor phase current (effective value),Motor maximum drive torque,Motor maximum braking torque,Speed signal,Active drive,Drive Motor Output Power MCU Part Number,Accelerator pedal voltage,Gear switch A voltage,Gear switch B voltage,Gear switch C voltage,Gear switch D voltage,Total number of drive motors,Drive motor serial number,Total number of drive motor failures,Battery voltage,Slow charge wakeup signal,Vehicle model,Power Battery Positive Relay Current Control Command Status,Power Battery Precharge Relay Current Control Command Status,SOC (State of charge),Current status allows maximum feedback power,Current status allows maximum discharge power,BMS self-test counter,Power battery internal total voltage V1,Power battery charge/discharge current,Power battery external total voltage V2,Power battery load voltage V3,Single cell core voltage,Single cell minimum voltage,Power battery positive to GND insulation resistance,Power Battery Negative Resistance to GND Insulation Resistance,Single cell temperature,Single cell minimum temperature,Power battery available energy,Power battery available capacity,Effective cell voltage,Effective temperature collection points,DCDC current status,Slow charge CC voltage,Low battery alert,Driving range ,Mileage value,Prohibited high-voltage power-on flag,Vehicle bootloader flag,On-board charger output voltage instruction,Car charger output current instruction,Car Charger Work Instruction,Car Charger Network Status Control Command,charging ,Power Battery Heater Relay Instruction,High voltage power-down request (VCU) charge self-test counter,High-voltage power-down request (charging),Remote refresh mode enable command,System fault light_BMS,Power Battery System Fault Indicator VCU ,Troubleshooting Level,Collision signal status,Operating mode,Battery pack 1 monomer minimum number,Battery pack 1 monomer maximum number,Battery pack 1 maximum temperature,Battery pack 1 minimum temperature,Temperature sensor 1,Temperature sensor 2,Temperature sensor 3,Temperature sensor 4,Temperature sensor 5,Temperature sensor 6,Temperature sensor 7,Temperature sensor 8,Temperature sensor 9,total milage,The current status of car charger,Car Charge Wakeup Output Signal Status,Slow charge gun connection status,Charging mode,Power supply equipment status,Charger output current,Charger output voltage,Speed,Power battery pack number,Power battery pack number length,Power battery subsystem number,Total number of battery cells,Power battery temperature point total,Total battery power failure,cell voltage nr. 1,cell voltage nr. 2,cell voltage nr. 3,cell voltage nr. 4,cell voltage nr. 5,cell voltage nr. 6,cell voltage nr. 7,cell voltage nr. 8,cell voltage nr. 9,cell voltage nr. 10,cell voltage nr. 11,cell voltage nr. 12,cell voltage nr. 13,cell voltage nr. 14,cell voltage nr. 15,cell voltage nr. 16,cell voltage nr. 17,cell voltage nr. 18,cell voltage nr. 19,cell voltage nr. 20,cell voltage nr. 21,cell voltage nr. 22,cell voltage nr. 23,cell voltage nr. 24,cell voltage nr. 25,cell voltage nr. 26,cell voltage nr. 27,cell voltage nr. 28,cell voltage nr. 29,cell voltage nr. 30,cell voltage nr. 31,Maximum unit voltage number,Maximum temperature number,Lowest temperature number,Lowest cell voltage number,Maximum unit voltage package number,Maximum temperature package number,Minimum temperature package number,Lowest monomer voltage package number
2016/03/25 08:52:08.000.,0,2,1,46,0,0,0,1,0,2286,27.44,126,45.75,152.7,150.1,50.02,34.91,1,-21.6,0.02,0.46,4.66,0.46,4.68,1,1,0,13.809,0,2,1,0,93.6,16.61,44.99,3,126.14,-60.3,126.14,126.14,4.074,3.9577,3999,3999,25,24,20.28,160.74,31,9,1,13.5,0,163.4,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,39,1,30,1,31,9,0,4.0523,4.0631,4.0551,4.0566,4.0552,4.0578,4.0617,4.0627,4.0436,4.0585,4.0547,4.0567,4.0588,4.0596,4.0531,4.0556,4.0613,4.0541,4.0576,4.0567,4.0522,4.0595,4.0592,4.0521,3.9465,4.037,4.0608,4.0622,4.0507,4.057,4.0543,2,2,1,25,1,1,1,1
2016/03/25 08:52:18.000.,0,1,0,47,0,0,15.2,1,0,2412,30.02,123.8,49.52,131.3,150.1,50.02,36.59,1,18.4,1.08,0.46,4.66,0.46,4.7,1,1,0,13.863,0,2,1,0,93.6,22.33,44.99,3,124.38,43.18,124.38,124.38,4.0218,3.9028,3999,3999,25,24,19.98,160.67,31,9,1,13.5,0,163.4,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,34.8,1,30,1,31,9,0,4.0015,4.0098,4.0046,4.0051,4.0026,4.0058,4.0101,4.0127,3.9918,4.0045,4.0061,4.005,4.0082,4.0093,4.0025,4.004,4.0123,4.0037,4.0071,4.0047,3.9998,4.0092,4.0086,4.0007,3.8932,3.9861,4.0101,4.0116,4.0002,4.0062,4.0035,8,2,1,25,1,1,1,1
2016/03/25 08:52:28.000.,0,1,0,47,0,0,12.4,1,0,2790,21.86,124.2,22.9,78.2,150.1,50.02,42.24,1,8,0.98,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,93.2,22.33,44.99,3,124.82,25.78,124.82,124.82,4.0357,3.9173,3999,3999,25,24,20.03,160.51,31,9,1,13.5,0,163.2,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,42,1,30,1,31,9,0,4.015,4.024,4.0177,4.0185,4.0167,4.0192,4.0231,4.0257,4.0062,4.019,4.0188,4.0183,4.0217,4.0231,4.0156,4.0177,4.0252,4.0172,4.0212,4.0183,4.0137,4.0225,4.0222,4.0147,3.9076,3.9993,4.0233,4.0252,4.014,4.0198,4.017,8,2,1,25,1,1,1,1
2016/03/25 08:52:38.000.,0,1,0,47,0,0,14,1,0,2550,22.84,124.5,34.97,116.4,150.1,50.02,38.55,1,17.6,1.04,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,93.2,22.33,44.99,3,124.6,29.14,124.6,124.58,4.0158,3.8966,3999,3999,25,24,19.93,160.46,31,9,1,13.5,0,163.2,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,34.1,1,30,1,31,9,0,3.9803,3.9886,3.9827,3.9832,3.9806,3.9843,3.9872,3.9916,3.9703,3.9827,3.9861,3.9843,3.9872,3.9883,3.9812,3.9827,3.9912,3.983,3.9862,3.9835,3.9776,3.9892,3.9882,3.9798,3.8716,3.9642,3.9897,3.99,3.9787,3.9851,3.9816,8,2,1,25,1,1,1,1
2016/03/25 08:52:48.000.,0,2,1,48,0,0,0,1,0,1497,25.24,125.5,27.61,153.3,150.1,50.02,22.98,1,-12.8,0.02,0.46,4.66,0.46,4.68,1,1,0,13.556,0,2,1,0,93.2,18.98,44.99,3,125.82,-36.18,125.82,125.82,4.0656,3.9493,3999,3999,25,24,20.2,160.47,31,9,1,13.2,0,163.1,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,28.7,1,30,1,31,9,0,4.0555,4.0656,4.0581,4.0597,4.0587,4.0611,4.0647,4.0657,4.0467,4.0613,4.0572,4.0595,4.0616,4.0627,4.0553,4.0585,4.0646,4.0568,4.061,4.0597,4.0552,4.0618,4.0623,4.0547,3.9493,4.0402,4.064,4.0651,4.0537,4.0602,4.0575,2,2,1,25,1,1,1,1
2016/03/25 08:52:58.000.,0,2,1,48,0,0,0,1,0,1221,17.42,125.1,15.32,111,150.1,50.02,18.79,1,-6.4,0.02,0.46,4.66,0.46,4.68,1,1,0,13.783,0,2,1,0,93.2,20.83,44.99,3,125.52,-23.14,125.52,125.5,4.0536,3.937,3999,3999,25,24,20.11,160.42,31,9,1,13.5,0,163.1,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,22.7,1,30,1,31,9,0,4.0492,4.0595,4.0513,4.0533,4.0516,4.0546,4.0585,4.0596,4.0402,4.0552,4.0512,4.0533,4.0556,4.0563,4.0491,4.0516,4.0582,4.0512,4.0552,4.0531,4.0486,4.056,4.056,4.0487,3.9427,4.0332,4.0577,4.0587,4.0477,4.054,4.0508,2,2,1,25,1,1,1,1
2016/03/25 08:53:08.000.,0,2,0,48,0,0,0,1,0,1335,20.56,125.2,20.19,119,150.1,50.02,20.39,1,-8.8,0.02,0.46,4.66,0.46,4.68,1,1,0,13.849,0,2,1,0,93.2,19.94,44.99,3,125.66,-25.2,125.66,125.64,4.0568,3.94,3999,3999,25,24,20.14,160.37,31,9,1,13.5,0,163.1,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,20.5,1,30,1,31,9,0,4.0382,4.0481,4.0408,4.0421,4.0407,4.0433,4.0473,4.0491,4.0297,4.044,4.0408,4.0422,4.0445,4.0453,4.0385,4.0412,4.0483,4.0402,4.0438,4.0427,4.037,4.0455,4.0453,4.0378,3.9318,4.0227,4.047,4.0482,4.0366,4.0431,4.0398,8,2,1,25,1,1,1,1
2016/03/25 08:53:18.000.,0,2,0,48,0,0,36.4,1,0,1335,3.74,124.8,4.07,69.7,150.1,50.02,20.52,1,-2.4,1.92,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,93.2,21.66,44.99,3,125.44,0.24,125.44,125.42,4.0553,3.9385,3999,3999,25,24,20.11,160.35,31,9,1,13.5,0,163.1,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,22.3,1,30,1,31,9,0,4.0408,4.0507,4.0435,4.045,4.0437,4.0462,4.0501,4.0512,4.032,4.0462,4.0436,4.0447,4.0472,4.0483,4.0415,4.0437,4.0505,4.0426,4.0466,4.0447,4.0405,4.0485,4.0478,4.0406,3.9342,4.0253,4.0492,4.0507,4.039,4.0457,4.0427,8,2,1,25,1,1,1,1
2016/03/25 08:53:28.000.,0,1,0,49,0,0,0,1,0,1950,1.18,124.7,1.78,38.3,150.1,50.02,29.77,1,0,0.44,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,93.2,22.33,44.99,3,125.2,-0.68,125.2,125.2,4.0462,3.9288,3999,3999,25,24,20.06,160.22,31,9,1,13.5,0,163,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,30.1,1,30,1,31,9,0,4.0257,4.0352,4.0288,4.0298,4.0282,4.0313,4.0345,4.0367,4.0171,4.0307,4.0291,4.0293,4.0323,4.0335,4.0261,4.0286,4.0357,4.028,4.0315,4.0292,4.0248,4.0332,4.0332,4.0253,3.9187,4.0102,4.0347,4.0357,4.0243,4.0306,4.028,8,2,1,25,1,1,1,1
2016/03/25 08:53:38.000.,0,1,0,49,0,0,5.2,1,0,2955,13.34,124.1,17.9,76.5,150.1,50.02,44.83,1,8,0.7,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,93.2,22.33,44.99,3,124.7,13.32,124.7,124.7,4.0272,3.9088,3999,3999,25,24,19.93,160.02,31,9,1,13.5,0,162.7,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17425,0,1,1,0,4,0,0,44.1,1,30,1,31,9,0,4.0042,4.0135,4.007,4.0073,4.006,4.009,4.0126,4.0153,3.9953,4.0082,4.0087,4.0087,4.0117,4.0123,4.0052,4.0068,4.0151,4.0071,4.0107,4.0082,4.0028,4.012,4.0123,4.0042,3.8972,3.9892,4.0132,4.0143,4.0032,4.0092,4.0065,8,2,1,25,1,1,1,1
2016/03/25 08:53:48.000.,0,1,0,49,0,0,16,1,0,1836,20.22,124.5,12.3,57.6,150.1,50.02,27.85,1,4,1.12,0.46,4.66,0.46,4.7,1,1,0,13.836,0,2,1,0,93.2,22.33,44.99,3,125.06,15.66,125.06,125.04,4.0442,3.9266,3999,3999,25,24,20.03,160.03,31,9,1,13.5,0,162.7,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,28.5,1,30,1,31,9,0,4.0431,4.0532,4.0457,4.0468,4.0457,4.0487,4.0527,4.0542,4.035,4.0488,4.0452,4.0468,4.0497,4.0508,4.0437,4.0465,4.0532,4.045,4.0485,4.0467,4.0423,4.0505,4.0502,4.043,3.9372,4.0277,4.0513,4.0532,4.0415,4.0482,4.0452,8,2,1,25,1,1,1,1
2016/03/25 08:53:58.000.,0,1,0,50,0,0,45.2,1,0,1755,70.54,123.3,86.95,204.3,150.1,50.02,26.62,1,32,2.26,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,93.2,22.33,44.99,3,124.02,98.74,124.02,123.92,4.0188,3.9001,3999,3999,25,24,19.86,159.98,31,9,1,13.5,0,162.7,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,24.2,1,30,1,31,9,0,4.0267,4.0358,4.0292,4.0302,4.0288,4.0312,4.0352,4.0368,4.0177,4.0312,4.0297,4.0298,4.0332,4.0337,4.0272,4.0291,4.0368,4.0282,4.0322,4.0298,4.0255,4.0338,4.0333,4.0258,3.9192,4.011,4.0347,4.0362,4.025,4.0313,4.0282,8,2,1,25,1,1,1,1
2016/03/25 08:54:08.000.,0,1,0,50,0,0,34.8,1,0,2382,53.06,123.3,82.71,164.4,150.1,50.02,36.23,1,31.2,1.86,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,92.8,22.33,44.99,3,123.94,91.42,123.94,123.84,4.0172,3.8992,3999,3999,25,24,19.83,159.87,31,9,1,13.5,0,162.6,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,29.6,1,30,1,31,9,0,3.9916,3.9997,3.9942,3.995,3.9923,3.9957,3.9996,4.0028,3.9826,3.9947,3.9962,3.9956,3.999,4.0001,3.9921,3.9933,4.0025,3.994,3.9981,3.9952,3.9895,3.9995,3.999,3.9917,3.8835,3.9757,4.0001,4.0016,3.9902,3.9965,3.9937,8,2,1,25,1,1,1,1
2016/03/25 08:54:18.000.,0,1,0,50,0,0,5.2,1,0,2769,7.6,124.5,4.37,44.7,150.1,50.02,41.96,1,0.8,0.7,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,92.8,22.33,44.99,3,124.98,4.86,124.98,124.94,4.0392,3.9218,3999,3999,25,24,19.95,159.71,31,9,1,13.5,0,162.4,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,43.2,1,30,1,31,9,0,4.0291,4.0388,4.0318,4.033,4.0316,4.0347,4.0382,4.0397,4.0205,4.0343,4.0318,4.0332,4.0356,4.0366,4.0298,4.0317,4.0391,4.0308,4.0352,4.033,4.0283,4.0365,4.0365,4.0288,3.9227,4.0141,4.0377,4.0388,4.0278,4.034,4.0313,8,2,1,25,1,1,1,1
2016/03/25 08:54:28.000.,0,1,0,50,0,0,19.2,1,0,2241,19.94,124.1,12.76,64.7,150.1,50.02,34.04,1,3.2,1.26,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,92.8,22.33,44.99,3,124.94,17.1,124.94,124.92,4.039,3.9222,3999,3999,25,24,19.94,159.7,31,9,1,13.5,0,162.4,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,33.5,1,30,1,31,9,0,4.0215,4.0307,4.0246,4.0257,4.0237,4.0266,4.0297,4.0322,4.0123,4.0255,4.0243,4.0248,4.0277,4.0297,4.0222,4.0241,4.0311,4.0233,4.0272,4.0251,4.0202,4.0288,4.0288,4.021,3.9147,4.0063,4.0297,4.0307,4.0198,4.0258,4.0233,8,2,1,25,1,1,1,1
2016/03/25 08:54:38.000.,0,1,0,50,0,0,36,1,0,717,56.3,124,29.66,169.8,150.1,50.02,10.83,1,11.2,1.9,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,92.8,22.33,44.99,3,124.76,34.64,124.76,124.72,4.0347,3.9167,3999,3999,25,24,19.93,159.7,31,9,1,13.5,0,162.4,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,9.5,1,30,1,31,9,0,4.0342,4.0437,4.037,4.0378,4.0362,4.0392,4.0431,4.0442,4.0253,4.0391,4.0367,4.0376,4.0402,4.0417,4.0347,4.0372,4.0435,4.036,4.0396,4.0376,4.033,4.0411,4.0407,4.0337,3.9272,4.0187,4.0422,4.0437,4.0323,4.0386,4.0357,8,2,1,25,1,1,1,1
2016/03/25 08:54:48.000.,0,1,0,50,0,0,28.4,1,0,1440,44.36,123.6,37.86,150.6,150.1,50.02,21.53,1,14.4,1.6,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,92.8,22.33,44.99,3,124.58,42.88,124.58,124.52,4.026,3.9085,3999,3999,25,24,19.88,159.63,31,9,1,13.5,0,162.4,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,17.2,1,30,1,31,9,0,4.0138,4.0231,4.0166,4.0173,4.0152,4.0186,4.0222,4.0245,4.0052,4.0177,4.0176,4.0172,4.0208,4.0216,4.0138,4.0157,4.0238,4.0163,4.0198,4.0172,4.0123,4.0213,4.0212,4.0135,3.9066,3.9982,4.0221,4.0237,4.0118,4.0187,4.0148,8,2,1,25,1,1,1,1
2016/03/25 08:54:58.000.,0,1,0,51,0,0,40.8,1,0,2391,61,122.5,88.01,176.7,150.1,50.02,36.27,1,32,2.08,0.46,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,92.8,22.33,44.99,3,123.8,105.14,123.8,123.72,4.0037,3.8843,3999,3999,25,24,19.74,159.48,31,9,1,13.5,0,162.2,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,32.9,1,30,1,31,9,0,3.9992,4.0073,4.0011,4.0025,4,4.0032,4.0071,4.0098,3.9892,4.002,4.0028,4.0022,4.0051,4.0066,3.9992,4.0012,4.0096,4.0011,4.005,4.0022,3.9966,4.0066,4.0061,3.9976,3.891,3.9828,4.0076,4.0087,3.9973,4.0032,4.0006,8,2,1,25,1,1,1,1
2016/03/25 08:55:08.000.,0,1,0,51,0,0,33.6,1,0,918,48.58,123.8,26.49,120.3,150.1,50.02,14.2,1,8.8,1.82,0.46,4.66,0.46,4.7,1,1,0,13.823,0,2,1,0,92.8,22.33,44.99,3,124.64,33.1,124.64,124.58,4.0336,3.9165,3999,3999,25,24,19.88,159.37,31,9,1,13.5,0,162.1,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,16.3,1,30,1,31,9,0,4.0233,4.0327,4.0262,4.027,4.0257,4.028,4.0321,4.0336,4.0143,4.028,4.0257,4.0271,4.0295,4.0305,4.024,4.0258,4.033,4.0251,4.0291,4.0267,4.0222,4.0302,4.0306,4.0227,3.9171,4.0076,4.0316,4.0325,4.0215,4.0282,4.0252,8,2,1,25,1,1,1,1
2016/03/25 08:55:18.000.,0,2,0,51,0,0,0,1,0,2973,10.06,124.9,21.97,81.4,150.1,50.02,45.15,1,-9.6,0,0.44,4.66,0.44,4.68,1,1,0,13.849,0,2,1,0,92.4,22.33,44.99,3,125.06,-29.16,125.06,125.04,4.0392,3.9222,3999,3999,25,24,19.87,159.06,31,9,1,13.5,0,161.8,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,46.8,1,30,1,31,9,0,4.0143,4.0242,4.0173,4.0183,4.0167,4.02,4.0238,4.0252,4.0056,4.0196,4.0178,4.0186,4.0217,4.0227,4.016,4.0178,4.0246,4.0167,4.0203,4.0181,4.0138,4.0222,4.0221,4.0146,3.9082,3.9997,4.0231,4.0253,4.0131,4.0197,4.0167,8,2,1,25,1,1,1,1
2016/03/25 08:55:28.000.,0,1,0,52,0,0,29.6,1,0,1326,27.84,124,12.91,71.3,150.1,50.02,19.43,1,4,1.66,0.44,4.66,0.44,4.7,1,1,0,13.836,0,2,1,0,92.4,22.33,44.99,3,124.74,17.88,124.74,124.72,4.0361,3.9187,3999,3999,25,24,19.86,159.11,31,9,1,13.5,0,161.8,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17426,0,1,1,0,4,0,0,19.9,1,30,1,31,9,0,4.0112,4.0206,4.0143,4.0151,4.0132,4.0163,4.0202,4.0226,4.0028,4.0157,4.0151,4.0152,4.0183,4.0191,4.0116,4.0143,4.0218,4.0143,4.0172,4.0152,4.0097,4.019,4.019,4.0112,3.9047,3.9957,4.02,4.0215,4.0102,4.0162,4.0132,8,2,1,25,1,1,1,1
2016/03/25 08:55:48.000.,0,1,0,53,0,0,9.2,1,0,3552,6.72,123.9,17.82,59.8,150.1,50.02,53.75,1,7.2,0.84,0.44,4.66,0.44,4.7,1,1,0,13.849,0,2,1,0,92.4,22.33,44.99,3,124.28,18.76,124.28,124.26,4.0171,3.8998,3999,3999,25,24,19.7,158.63,31,9,1,13.5,0,161.4,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17427,0,1,1,0,4,0,0,52.8,1,30,1,31,9,0,3.9891,3.9982,3.9925,3.9932,3.9903,3.994,3.9975,4.0003,3.9802,3.9927,3.9937,3.9933,3.9967,3.9971,3.9898,3.992,4.0002,3.9917,3.9957,3.9922,3.9873,3.9973,3.9971,3.9891,3.8822,3.9738,3.9982,3.9992,3.9882,3.9937,3.9915,8,2,1,25,1,1,1,1
2016/03/25 08:55:58.000.,0,1,0,54,0,0,0,1,0,3189,0.06,123.9,0.2,44,150.1,50.02,48.7,1,0.8,0.02,0.44,4.66,0.44,4.68,1,1,0,13.849,0,2,1,0,92,22.33,44.99,3,124.66,-1.78,124.66,124.6,4.0268,3.9092,3999,3999,25,24,19.76,158.54,31,9,1,13.5,0,161.2,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17427,0,1,1,0,4,0,0,47.3,1,30,1,31,9,0,3.9917,4.0005,3.995,3.9952,3.9936,3.9966,4,4.003,3.9826,3.9953,3.9961,3.9957,3.9987,3.9995,3.9927,3.9942,4.002,3.9945,3.9981,3.9953,3.9902,3.9991,3.9995,3.9918,3.8847,3.9766,4.0006,4.0015,3.9906,3.9967,3.9933,8,2,1,25,1,1,1,1
2016/03/25 08:56:08.000.,0,2,0,54,0,0,0,1,0,2586,0.24,124,0.53,53.6,150.1,50.02,39.51,1,0,0.4,0.44,4.66,0.44,4.7,1,1,0,13.849,0,2,1,0,92,22.33,44.99,3,124.78,0.84,124.78,124.74,4.0396,3.9232,3999,3999,25,24,19.8,158.53,31,9,1,13.5,0,161.2,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17427,0,1,1,0,4,0,0,43.6,1,30,1,31,9,0,4.0398,4.0503,4.0431,4.0442,4.0431,4.0457,4.0498,4.05,4.032,4.0462,4.042,4.0437,4.0463,4.0472,4.0407,4.0431,4.0496,4.0421,4.0457,4.0442,4.0397,4.0468,4.0468,4.0401,3.9346,4.0256,4.0482,4.0498,4.0378,4.0457,4.0421,2,2,1,25,1,1,1,1
2016/03/25 08:56:18.000.,0,2,0,54,0,0,0,1,0,2304,24.7,124.8,42.41,147.7,150.1,50.02,35.14,1,-20.8,0.02,0.44,4.66,0.44,4.68,1,1,0,13.689,0,2,1,0,92,20.83,44.99,3,125.6,-50.84,125.6,125.56,4.0572,3.9413,3999,3999,25,24,19.9,158.45,31,9,1,13.4,0,161.1,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,25,24,24,25,25,25,25,25,25,25,25,17427,0,1,1,0,4,0,0,42.9,1,30,1,31,9,0,4.0478,4.0588,4.051,4.0522,4.0512,4.0537,4.0582,4.0582,4.0392,4.0542,4.0497,4.052,4.0542,4.0552,4.0486,4.0516,4.0578,4.05,4.054,4.0521,4.0482,4.055,4.0552,4.0482,3.9432,4.0327,4.0562,4.0576,4.0466,4.0531,4.0502,2,2,1,25,1,1,1,1
2016/03/25 08:56:28.000.,0,1,0,54,0,0,40.8,1,0,3003,63.88,122.2,131.56,202.6,150.1,50.02,45.61,1,49.6,2.08,0.44,4.66,0.44,4.7,1,1,0,13.849,0,2,1,0,92,22.33,44.99,3,122.72,142.38,122.72,122.68,3.9757,3.8563,3999,3999,25,24,19.42,158.33,31,9,1,13.5,0,161,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17427,0,1,1,0,4,0,0,40.2,1,30,1,31,9,0,3.9731,3.9812,3.976,3.9762,3.9742,3.9782,3.9805,3.9843,3.9631,3.9755,3.9782,3.9767,3.9796,3.9806,3.9737,3.9755,3.9843,3.9755,3.9795,3.9767,3.9702,3.9811,3.981,3.9728,3.8648,3.9575,3.9822,3.9828,3.9718,3.9773,3.9747,8,2,1,25,1,1,1,1
2016/03/25 08:56:38.000.,0,1,0,55,0,0,25.2,1,0,3720,31.46,122.6,79,120.1,150.1,50.02,56.26,1,28.8,1.48,0.44,4.66,0.46,4.7,1,1,0,13.849,0,2,1,0,92,22.33,44.99,3,123.4,94.46,123.4,123.34,3.9937,3.8751,3999,3999,25,24,19.49,158.06,31,9,1,13.5,0,160.7,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,8,25,24,24,25,25,25,25,25,25,25,25,17427,0,1,1,0,4,0,0,54.3,1,30,1,31,9,0,3.9716,3.9805,3.9747,3.9752,3.9722,3.9762,3.9796,3.9836,3.9628,3.9751,3.9771,3.9757,3.9792,3.9803,3.9731,3.9746,3.9832,3.9747,3.9782,3.9755,3.9696,3.98,3.9797,3.9722,3.8645,3.9566,3.9806,3.9816,3.9707,3.977,3.974,8,2,1,25,1,1,1,1
2016/03/25 08:56:48.000.,0,2,0,55,0,0,0,1,0,3363,10.24,124.4,25.5,82.6,150.1,50.02,50.93,1,-11.2,0.32,0.44,4.66,0.44,4.7,1,1,0,13.849,0,2,1,0,92,22.33,44.99,3,125.02,-33.44,125.02,125,4.0388,3.923,3999,3999,25,24,19.75,157.94,31,9,1,13.5,0,160.6,164.4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,25,2,25,24,24,25,25,25,25,25,25,25,25,17427,0,1,1,0,4,0,0,54.7,1,30,1,31,9,0,4.0276,4.0377,4.0307,4.032,4.0307,4.0333,4.037,4.0383,4.0193,4.0327,4.0303,4.0317,4.0342,4.0353,4.0283,4.0306,4.0377,4.0302,4.0332,4.0317,4.0275,4.0347,4.035,4.0277,3.9223,4.0133,4.036,4.0376,4.026,4.0327,4.0298,8,2,1,25,1,1,1,1
